id,name,host_id,neighbourhood_cleansed,property_type,room_type,square_feet,availability_30,review_scores_value,price
12147973,"Sunny Bungalow in the City",31303940,"Roslindale","House","Entire home/apt",,0,,"250.00"
3075044,"Charming room in pet friendly apt",2572247,"Roslindale","Apartment","Private room",,26,9,"65.00"
6976,"Mexican Folk Art Haven in Boston",16701,"Roslindale","Apartment","Private room",,19,10,"65.00"
1436513,"Spacious Sunny Bedroom Suite in Historic Home",6031442,"Roslindale","House","Private room",,6,10,"75.00"
7651065,"Come Home to Boston",15396970,"Roslindale","House","Private room",,13,10,"79.00"
12386020,"Private Bedroom + Great Coffee",64200298,"Roslindale","Condominium","Private room",,5,10,"75.00"
5706985,"New Lrg Studio apt 15 min to Boston",6570877,"Roslindale","Apartment","Entire home/apt",,22,9,"100.00"
2843445,"",3164508,"Roslindale","House","Private room",,30,10,"75.00"
753446,"6 miles away from downtown Boston!",3962517,"Roslindale","Condominium","Private room",12,12,10,"58.00"
849408,"Perfect & Practical Boston Rental",4434391,"Roslindale","Apartment","Entire home/apt",,20,9,"229.00"
12023024,"Cozy room in a well located house",64331842,"Roslindale","House","Private room",,16,10,"60.00"
1668313,"Room in Rozzie-Twin Bed-Full Bath",8834105,"Roslindale","House","Private room",,6,9,"57.00"
2684840,"Updated, spacious living in Rozzie",13743098,"Roslindale","Condominium","Entire home/apt",,0,10,"93.00"
13547301,"2 Bedroom Apartment in Boston",57402911,"Roslindale","Apartment","Entire home/apt",,8,10,"150.00"
5434353,"Quiet  Beauty in Boston",9658771,"Roslindale","House","Entire home/apt",,11,9,"145.00"
225979,"Cozy Room & Fresh Roasted Coffee",1176995,"Roslindale","Apartment","Private room",,4,10,"60.00"
3420384,"Convient, Safe and Comfortable",431385,"Roslindale","House","Private room",,20,10,"165.00"
13512930,"Roslindale Beauty next to Arboretum",13743098,"Roslindale","Condominium","Private room",,0,10,"75.00"
7482195,"Private room near bus stop",34552909,"Roslindale","House","Private room",,0,,"49.00"
7252607,"Private Room near Public Transport",34552909,"Roslindale","House","Private room",,0,10,"49.00"
2583074,"Cozy room in a charming villa.",13226301,"Roslindale","Villa","Private room",,6,10,"40.00"
13251243,"Arborside Guest Cottage",74531248,"Roslindale","House","Entire home/apt",,0,10,"120.00"
225834,"Skyline View to Boston",1176995,"Roslindale","Apartment","Private room",,0,9,"70.00"
6400432,"Spacious 3 bedroom cape cod style",23127285,"Roslindale","House","Entire home/apt",,0,10,"150.00"
5498472,"4BD/3.5BA, Perfect for families!",28518068,"Roslindale","House","Entire home/apt",,0,10,"175.00"
894539,"Private room in house",4762495,"Roslindale","House","Private room",,0,10,"95.00"
879929,"Surround yourself with custom art!",4653380,"Roslindale","Apartment","Private room",,0,9,"90.00"
9218312,"Sunny bedroom with private bathroom",47935411,"Roslindale","House","Private room",,8,10,"95.00"
321328,"Bright Room Near Roslindale Village",8302344,"Roslindale","Apartment","Private room",,21,9,"100.00"
1810172,"Room for 2 in Rozzie - Full Bath",8834105,"Roslindale","House","Private room",,0,10,"67.00"
6513924,"Private room in spacious condo!",16398126,"Roslindale","Condominium","Private room",,0,9,"55.00"
7093109,"Adorable  Apt. 20 min from Downtown",37177446,"Roslindale","Apartment","Entire home/apt",,21,10,"200.00"
14690527,"1 Bedroom Home Suite Home",28472710,"Roslindale","Apartment","Entire home/apt",,0,,"150.00"
7086825,"Private Room near public transport",34552909,"Roslindale","House","Private room",,0,10,"49.00"
1861070,"Charming Gambrel on a sweet street",8879967,"Roslindale","House","Private room",,27,10,"75.00"
4283698,"Private 1 bedroom w/ kitchenette",333210,"Roslindale","House","Entire home/apt",,7,9,"110.00"
10116095,"Comfortable & Clean - Boston",1229092,"Roslindale","Apartment","Private room",,19,,"115.00"
8548176,"Charming 3 bedroom-15 min to Boston",6570877,"Roslindale","House","Entire home/apt",,26,9,"125.00"
4922204,"Charming new house-15 min to Boston",6570877,"Roslindale","House","Entire home/apt",,18,9,"200.00"
4085362,"",3164508,"Roslindale","House","Private room",,26,10,"75.00"
3755609,"Lovely & Gracious Victorian room",19223882,"Roslindale","House","Private room",,4,9,"78.00"
13768853,"Cozy, quiet room in Roslindale",43132977,"Roslindale","Apartment","Private room",,0,10,"50.00"
1936861,"Private Room in Rozzie",10021116,"Roslindale","Apartment","Private room",,20,10,"60.00"
4461111,"Queen room in a charming villa",13226301,"Roslindale","House","Private room",,6,9,"45.00"
1724900,"Charming sunlit house in Boston",7723912,"Roslindale","House","Entire home/apt",,4,9,"145.00"
13937181,"Guest Room in Cozy Home",82861960,"Roslindale","House","Private room",,2,9,"45.00"
3968797,"Sunny bedroom in large quiet house",4762495,"Roslindale","House","Private room",,0,10,"85.00"
1494726,"Cozy in Rozzie!",7506913,"Roslindale","House","Private room",200,20,10,"75.00"
8473851,"Private Room in Single Family Home",44625108,"Roslindale","House","Private room",,11,10,"50.00"
3575220,"The Artist room in beautiful villa.",13226301,"Roslindale","House","Private room",,0,10,"45.00"
1591827,"PrivRoom+Bath In Roslindale/Boston",8491165,"Roslindale","House","Private room",90,0,9,"60.00"
3229255,"1bd Boston apt - Convenient & quiet",16343599,"Roslindale","Apartment","Entire home/apt",,8,10,"95.00"
1721016,"Quiet Sunlit Attic Studio",7723912,"Roslindale","Apartment","Entire home/apt",,19,10,"89.00"
12535687,"In-Law Apartment",30349101,"Roslindale","Apartment","Entire home/apt",,17,,"110.00"
12994227,"Cozy room near the arboretum",8582699,"Roslindale","Condominium","Private room",,6,,"65.00"
12927298,"Private House in Roslindale/Boston/Arboretum",68001856,"Roslindale","House","Entire home/apt",,16,6,"285.00"
169938,"Gorgeous Boston Loft Style Condo!",809859,"Jamaica Plain","Apartment","Entire home/apt",,17,,"140.00"
594693,"Private room in peaceful space",2139546,"Jamaica Plain","Apartment","Private room",,3,9,"70.00"
2384581,"Loft bedroom, sleeps 2",12083797,"Jamaica Plain","House","Private room",,30,9,"95.00"
735970,"Part of a Large Condo Jamaica Plain",3840038,"Jamaica Plain","Bed & Breakfast","Private room",1000,0,10,"55.00"
4262255,"Beautiful and sunny condo",21873698,"Jamaica Plain","Apartment","Private room",,0,10,"80.00"
4000384,"Sunlit room with private bath",10910804,"Jamaica Plain","House","Private room",,7,10,"120.00"
6693305,"Bed, Bath and Beyond III in JP",14303759,"Jamaica Plain","Apartment","Private room",,0,10,"65.00"
6730758,"Private studio by subway w/parking",207475,"Jamaica Plain","Apartment","Private room",,1,10,"100.00"
6248970,"Spacious room convenient to subway",32449720,"Jamaica Plain","Apartment","Private room",,7,10,"65.00"
12806707,"Artistic House Next To Jamaica Pond",4263511,"Jamaica Plain","House","Private room",,5,,"60.00"
14246616,"Cozy Room off Centre St, JP!",5055078,"Jamaica Plain","Apartment","Private room",,0,9,"63.00"
3703674,"Private floor in Jamaica Plain home",9350281,"Jamaica Plain","Townhouse","Private room",,0,9,"75.00"
4792901,"Spacious room in secluded townhouse",24701232,"Jamaica Plain","House","Private room",,0,9,"65.00"
5717528,"Charming Victorian near T",7394101,"Jamaica Plain","Apartment","Private room",,11,9,"110.00"
5601743,"Beautiful, Expansive Space in JP",19280995,"Jamaica Plain","House","Private room",,8,8,"46.00"
13333862,"Sunny room, colorful artist home",5215706,"Jamaica Plain","Apartment","Private room",,0,,"75.00"
519272,"Cozy Room + Private Bath, JP Boston",2444900,"Jamaica Plain","Apartment","Private room",1700,0,10,"62.00"
14090779,"Lovely room with private half bath",6104362,"Jamaica Plain","Condominium","Private room",,0,,"69.00"
8481291,"Beautiful, airy room in JP",8167936,"Jamaica Plain","Apartment","Private room",,0,10,"69.00"
6990904,"Cozy JP bedroom near Orange Line T",16337422,"Jamaica Plain","House","Private room",,0,10,"73.00"
197727,"Great Boston neighborhood Jamaica PLain",964356,"Jamaica Plain","Apartment","Private room",,0,10,"85.00"
932853,"Qn BR/Private Bath/Superhost/JP Ctr",5028116,"Jamaica Plain","Apartment","Private room",,4,9,"120.00"
11159585,"Mark P.Coleman",57514323,"Jamaica Plain","House","Private room",,30,10,"125.00"
9677354,"JP Gem",391664,"Jamaica Plain","Apartment","Private room",,28,9,"70.00"
13426831,"Cozy, comfortable, colorful room near orange line",17401715,"Jamaica Plain","Condominium","Private room",,0,,"100.00"
7956634,"The Blue Room in JP",8154081,"Jamaica Plain","Condominium","Private room",,0,10,"61.00"
568234,"Parking/Pvt Bath/Hip Neighborhood!",2796082,"Jamaica Plain","House","Private room",,13,10,"125.00"
1030500,"Cozy den, private apt/kitchen/bath",5670669,"Jamaica Plain","Apartment","Private room",,3,9,"100.00"
13652374,"Private Room near Forest Hills T Stop",27860683,"Jamaica Plain","Apartment","Private room",,0,,"27.00"
12930651,"Sunny and quiet private room close to subway (JP)",5580771,"Jamaica Plain","Apartment","Private room",,0,10,"80.00"
3997572,"Room in beautiful JP home",1805868,"Jamaica Plain","House","Private room",,30,9,"85.00"
4223387,"Convenient green Victorian",5689782,"Jamaica Plain","House","Private room",,28,9,"75.00"
12855396,"Cozy room in boston neighborhood",16052189,"Jamaica Plain","House","Private room",,6,6,"57.00"
12426823,"Nice private room, full size bed",17549950,"Jamaica Plain","Apartment","Private room",,0,,"100.00"
14361322,"Cozy Neighborhood Spot",19056916,"Jamaica Plain","Apartment","Private room",,0,,"40.00"
2963419,"Peaceful room, garden oasis",15123694,"Jamaica Plain","House","Private room",,0,10,"100.00"
5904732,"Lg sunny room w/private entrance",987917,"Jamaica Plain","House","Private room",,14,10,"70.00"
3591359,"Spacious 2 bedroom apartment (free parking)",9662986,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"190.00"
2538536,"Beautiful bright corner unit!ioc",16067950,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"149.00"
4975581,"Clean Apartment in Boston",12937716,"Jamaica Plain","Apartment","Entire home/apt",,9,9,"168.00"
4767023,"Stay in Boston's top neighborhood",24593919,"Jamaica Plain","House","Entire home/apt",,0,9,"205.00"
6364042,"Bright room with queen sized bed",987917,"Jamaica Plain","House","Private room",,7,9,"65.00"
7986179,"Spacious home in Jamaica Plain",20040612,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"75.00"
14109003,"3rd floor condo, 2 bedrooms, 2 decks",22290246,"Jamaica Plain","Condominium","Entire home/apt",,0,,"117.00"
1109224,"4 bedroom Victorian Condo unit",1531239,"Jamaica Plain","Apartment","Entire home/apt",,8,9,"429.00"
1067184,"Lovely bedroom/use of whole apt.",848706,"Jamaica Plain","Apartment","Private room",,21,9,"95.00"
13215952,"The Blue Grotto",19798741,"Jamaica Plain","Apartment","Private room",,0,,"69.00"
777903,"A suburban feel in the city",4102281,"Jamaica Plain","House","Private room",,26,10,"85.00"
1301500,"Stay in Boston's best neighborhood!",3578624,"Jamaica Plain","Apartment","Private room",,5,10,"69.00"
8923817,"Elegant studio,kitchn, soaking tub",45402419,"Jamaica Plain","House","Entire home/apt",,0,9,"165.00"
14057466,"Priv apt w/2 Beds 1 bath close to Medical/Downtown",30314324,"Jamaica Plain","Apartment","Entire home/apt",,1,9,"150.00"
14909417,"Woodland Sanctuary next to Orange Line T",93635490,"Jamaica Plain","Condominium","Entire home/apt",,13,,"267.00"
5521378,"Cozy bedroom near train, bus, parks",25636575,"Jamaica Plain","Apartment","Private room",,29,10,"87.00"
13041602,"Quiet & Sunny Room Near Subway",72132089,"Jamaica Plain","Townhouse","Private room",,2,10,"62.00"
2621242,"Lovely one bedroom Apt",13424353,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"110.00"
950046,"Spacious Apartment in Jamaica Plain",5153431,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"250.00"
3342094,"Pondside Paradise with Piano",1922657,"Jamaica Plain","Apartment","Entire home/apt",,0,9,"150.00"
5652147,"Convenient, Sunny 3b/2bth w/Parking",352441,"Jamaica Plain","House","Entire home/apt",,30,9,"300.00"
14105971,"Tranquil Treetop Loft",79103444,"Jamaica Plain","Apartment","Entire home/apt",,2,10,"119.00"
2875267,"Historic Carriage House, a peaceful city oasis",14696258,"Jamaica Plain","Apartment","Entire home/apt",,4,10,"175.00"
9485607,"Large, sunny, cozy home w/character",1498417,"Jamaica Plain","House","Entire home/apt",,0,10,"195.00"
7273770,"Boston 2 bedroom top floor condo w/balcony!",4191762,"Jamaica Plain","Condominium","Entire home/apt",,0,9,"145.00"
5405928,"Charming 2BD Across from Arboretum",1169936,"Jamaica Plain","Apartment","Entire home/apt",,15,9,"200.00"
4586681,"Hidden Gem in Jamaica Plain, Boston",12795084,"Jamaica Plain","House","Private room",,18,10,"90.00"
1113272,"JP Whole awesome apartment",3676936,"Jamaica Plain","Apartment","Entire home/apt",,18,9,"210.00"
12647606,"Private Room in Urban DIY House",55603,"Jamaica Plain","Apartment","Private room",,9,10,"75.00"
10271867,"Cozy room in Jamaica Plain",52274002,"Jamaica Plain","Apartment","Private room",,0,9,"46.00"
7879708,"Sunny, Cozy and Convenient JP Home!",7594805,"Jamaica Plain","Condominium","Private room",,30,10,"75.00"
3881993,"Vintage Apt With 3 Large Bedrooms",11487565,"Jamaica Plain","Apartment","Entire home/apt",,29,8,"500.00"
12566065,"Large and Cozy Boston Bedroom",68125441,"Jamaica Plain","Apartment","Private room",,0,10,"60.00"
6602217,"Private Apartment!",24584716,"Jamaica Plain","Apartment","Entire home/apt",,0,9,"130.00"
3276286,"Sunny apartment in Boston hosts 6",15760345,"Jamaica Plain","Apartment","Entire home/apt",,5,9,"190.00"
2014651,"One Private Bedroom in J.P.",2155838,"Jamaica Plain","Apartment","Private room",,23,9,"100.00"
6053700,"3+ bedroom house - center of JP",31247560,"Jamaica Plain","House","Entire home/apt",,30,10,"450.00"
4405982,"Luxury Apt near Restaurants&Pond&T",21644095,"Jamaica Plain","Apartment","Entire home/apt",,9,10,"399.00"
250983,"Designers Haven: II - whole apt!!!",8021,"Jamaica Plain","Apartment","Entire home/apt",,0,9,"350.00"
2308630,"Spacious 2BD w/ Balconies & Parking",5448841,"Jamaica Plain","Apartment","Entire home/apt",1000,0,10,"200.00"
8272350," JP, Boston",37835016,"Jamaica Plain","Apartment","Private room",,0,10,"99.00"
12368012,"Sumnerhill.com",66824316,"Jamaica Plain","House","Entire home/apt",,14,,"295.00"
4098410,"Fully Renovated Room in JP",11487565,"Jamaica Plain","Apartment","Private room",,28,8,"107.00"
6322283,"Restful space with morning light",19798741,"Jamaica Plain","Apartment","Private room",,28,10,"69.00"
7823025,"Private bedroom in heart of JP",4595799,"Jamaica Plain","Apartment","Private room",,11,9,"76.00"
9549850,"Welcome to cozy groundfloor 2rm apt",49453306,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"75.00"
7845607,"Cozy Sunroom in Secluded Townhouse",38120441,"Jamaica Plain","House","Private room",,0,8,"55.00"
14071446,"Twins in a peaceful room.",18896448,"Jamaica Plain","Apartment","Private room",,0,10,"65.00"
14218904,"Room in the heart of JP",6104362,"Jamaica Plain","Condominium","Private room",,0,,"59.00"
11826815,"Terrestrial Paradise of Eternal Love",18807469,"Jamaica Plain","House","Private room",,0,10,"88.00"
13334098,"3BR + Office Single Family in JP near Monument",1176152,"Jamaica Plain","House","Entire home/apt",,0,,"164.00"
4765070,"Private studio w/ private entrance",24584716,"Jamaica Plain","House","Entire home/apt",,5,9,"90.00"
2880944,"2BD Pond-side condo in JP",5052732,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"185.00"
9532771,"Tranquil room in great spot!",49365462,"Jamaica Plain","Apartment","Private room",,0,,"80.00"
10253591,"Quiet, Private Room with Comfy Bed",32071442,"Jamaica Plain","House","Private room",,26,9,"105.00"
1881298,"Private Studio- Minutes from T!",1920539,"Jamaica Plain","House","Private room",,0,10,"90.00"
210097,"Treetop Haven in the City",1035747,"Jamaica Plain","Apartment","Entire home/apt",,2,10,"100.00"
6059968,"Funky Alcove for 2/Superhost/JP Ctr",5028116,"Jamaica Plain","Apartment","Shared room",,5,10,"100.00"
6862758,"Quiet, Spacious 2BD in Boston's JP!",35962316,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"200.00"
799701,"Large Sunny Apartment in JP",4210157,"Jamaica Plain","Apartment","Entire home/apt",2200,0,9,"300.00"
6862594,"Beautiful Home in Jamaica Plain, MA",10608570,"Jamaica Plain","House","Private room",,0,,"60.00"
9057435,"3 BR Apartment with Kitchenette",47251069,"Jamaica Plain","Apartment","Entire home/apt",,14,10,"319.00"
750438,"A quiet, green oasis in funky JP! ",3945438,"Jamaica Plain","Apartment","Private room",,0,9,"85.00"
12874603,"Comfortable Private Bedroom for 2",48719428,"Jamaica Plain","Condominium","Private room",,0,9,"70.00"
12727401,"Excellent Room! Right by the Subway",69203736,"Jamaica Plain","Apartment","Private room",,0,6,"50.00"
2077794,"Charming Boston Apartment",1500300,"Jamaica Plain","Apartment","Entire home/apt",,0,9,"119.00"
9712731,"Cozy 1 Bd Artist's Sanctuary",28193547,"Jamaica Plain","Condominium","Entire home/apt",,0,10,"125.00"
13677640,"",79610778,"Jamaica Plain","Apartment","Private room",,0,9,"53.00"
3371091,"Treetop Room in Sunny Pondside Home",1922657,"Jamaica Plain","Apartment","Private room",,30,9,"125.00"
13512551,"CITY HOME COUNTRY FEEL, Boston, MA USA",77569960,"Jamaica Plain","House","Entire home/apt",,0,10,"199.00"
732999,"Lovely home in Jamaica Plain Boston",3817361,"Jamaica Plain","Apartment","Entire home/apt",,13,10,"205.00"
6106955,"Treetop 2+BR Condo w/ Guest Hammock",1622932,"Jamaica Plain","Condominium","Entire home/apt",,0,10,"114.00"
2698996,"Room in Pondside Apt!",13812113,"Jamaica Plain","Apartment","Private room",,14,10,"75.00"
27611,"One Bedroom Studio Garden Apartment",119381,"Jamaica Plain","Apartment","Entire home/apt",,18,9,"185.00"
4025194,"Queen Bed/Near Subway/Free Passes",1480518,"Jamaica Plain","Apartment","Private room",,22,10,"75.00"
8336364,"Beautiful Modern Condo",18807764,"Jamaica Plain","Apartment","Entire home/apt",,0,,"180.00"
12071820,"Super Cozy Apt - An Artist's Home",64682226,"Jamaica Plain","Apartment","Shared room",,30,10,"70.00"
7910223,"Charming  Apartment, Jamaica Plain",30490577,"Jamaica Plain","Bed & Breakfast","Entire home/apt",,8,9,"150.00"
4567815,"Treetop Jamaica Plain home",3381838,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"120.00"
12022134,"Private room in great JP location!",19342870,"Jamaica Plain","Apartment","Private room",,0,10,"92.00"
13513012,"T'BEST: Priv. Bath, Deck; Subway, Parking Option",32784275,"Jamaica Plain","Apartment","Private room",,9,10,"84.00"
3730447,"Parkside Apartment- Cozy and Roomy!",9329890,"Jamaica Plain","Apartment","Entire home/apt",,0,9,"200.00"
4149974,"Centered on Centre",8498315,"Jamaica Plain","Apartment","Entire home/apt",,8,9,"115.00"
14933380,"Sofa bed in cozy, clean apartment",28193547,"Jamaica Plain","Apartment","Shared room",,25,,"49.00"
6238463,"Pvt tree top room in great location",31691830,"Jamaica Plain","Townhouse","Private room",,12,10,"95.00"
1929406,"Family-Friendly Victorian Townhouse",9991368,"Jamaica Plain","House","Entire home/apt",,0,10,"275.00"
4583526,"Lovely private 4 bedroom apt",23759488,"Jamaica Plain","Apartment","Entire home/apt",,9,10,"230.00"
7287822,"Light and airy separate apartment in funky JP",17844905,"Jamaica Plain","Apartment","Entire home/apt",,6,10,"130.00"
8354938,"2 bedroom Jamaica Plain Egleston Square w/ parking",206353,"Jamaica Plain","Apartment","Entire home/apt",,6,9,"192.00"
5025015,"Beautiful Apartment in Boston!",25932315,"Jamaica Plain","Apartment","Entire home/apt",,7,9,"175.00"
4452800,"Small Cozy Room in Beautiful Place",9329890,"Jamaica Plain","Apartment","Private room",,30,8,"70.00"
7554801,"Cozy guest room. Awesome location!",14840087,"Jamaica Plain","Townhouse","Private room",,2,10,"65.00"
9349646,"Family-friendly private room",3900945,"Jamaica Plain","Apartment","Private room",,0,10,"100.00"
6386351,"Charming Arboretum Area 1+ Bed/1 Ba",33289576,"Jamaica Plain","Apartment","Entire home/apt",,0,,"185.00"
5124772,"Beautiful Victorian on Quiet Street",1450086,"Jamaica Plain","House","Entire home/apt",,0,9,"250.00"
3977877,"Full One-Bedroom in Jamaica Plain",14993032,"Jamaica Plain","Apartment","Entire home/apt",,0,9,"110.00"
1754939,"Gorgeous townhouse in Boston",9228417,"Jamaica Plain","House","Entire home/apt",,1,,"150.00"
6602167,"TWO BEDROOM APARTMENT",24584716,"Jamaica Plain","Apartment","Entire home/apt",,5,9,"168.00"
3987926,"Rustic Room/Free Transit/By Subway",1480518,"Jamaica Plain","Apartment","Private room",,16,10,"60.00"
5729845,"Cozy guest room, great location!",29709417,"Jamaica Plain","Apartment","Private room",,11,9,"59.00"
9727523,"One private room in Jamaica Plain",50199143,"Jamaica Plain","House","Private room",,5,9,"60.00"
12463555,"Family friendly, great location",67325902,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"145.00"
9137560,"Cozy & Private Room close to city",47588894,"Jamaica Plain","Apartment","Private room",,0,10,"80.00"
3616081,"Jamaica Plain's Urban Oasis",18190121,"Jamaica Plain","Apartment","Entire home/apt",,13,10,"114.00"
8908145,"Gracious, stunning, with fireplace",45402419,"Jamaica Plain","House","Private room",,29,8,"170.00"
554720,"Boston Charm - Condo",2727109,"Jamaica Plain","Apartment","Entire home/apt",,7,9,"240.00"
1551467,"Elegant Quiet Family-Friendly 2BR",1106261,"Jamaica Plain","Apartment","Entire home/apt",,0,8,"150.00"
7743569,"Cozy guest room. Awesome location!",4595799,"Jamaica Plain","Apartment","Private room",,0,10,"69.00"
732932,"Sunny Home in Jamaica Plain, Boston",3817361,"Jamaica Plain","Apartment","Private room",,13,9,"80.00"
749247,"Beautiful Boston Room-Sunny!",3920014,"Jamaica Plain","Apartment","Private room",,16,9,"85.00"
667325,"Great location, large room, and private bath.",869131,"Jamaica Plain","Apartment","Private room",,0,9,"75.00"
9349614,"Sunny, Family-Friendly Apartment",3900945,"Jamaica Plain","Apartment","Entire home/apt",,0,8,"150.00"
10627514,"Sunny JP bedroom near Orange Line T",16337422,"Jamaica Plain","House","Private room",,0,8,"70.00"
1885825,"The Roost -  Fox Room",6391436,"Jamaica Plain","House","Private room",,6,10,"80.00"
9906565,"Sunny, Modern, Jamaica Plain Condo",6807512,"Jamaica Plain","Apartment","Entire home/apt",,1,,"225.00"
629814,"Diamond House -2- Victorian Jewel",3129367,"Jamaica Plain","Apartment","Entire home/apt",,14,10,"225.00"
1222327,"Cozy, 2 bedroom near medical area!",6668129,"Jamaica Plain","House","Entire home/apt",1500,0,9,"178.00"
10299047,"2BR in eclectic JP neighborhood",52989144,"Jamaica Plain","Apartment","Entire home/apt",,11,9,"175.00"
9463444,"Cozy, bohemian Jamaica Plain studio",48936696,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"109.00"
6465075,"Spacious 5BR Condo Near Metro",635157,"Jamaica Plain","Condominium","Entire home/apt",,14,9,"383.00"
8932377,"Queen size bed in roomy 2 BR condo",26023138,"Jamaica Plain","Condominium","Private room",,0,,"90.00"
9577988,"Spacious, well-located 2-bed apt",557469,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"99.00"
9971054,"Cozy Room In JP",51236938,"Jamaica Plain","Apartment","Private room",,7,9,"50.00"
7348110,"Luxury loft w/ beautiful city view",29531596,"Jamaica Plain","Apartment","Entire home/apt",,29,9,"300.00"
7790454,"Vacation Rental",869131,"Jamaica Plain","House","Entire home/apt",,0,,"184.00"
3021446,"Priv. bath, breakfast, parking, puppy, T in hip JP",113091,"Jamaica Plain","Apartment","Private room",,5,9,"80.00"
7708436,"Your own bedroom, sitting room and bathroom near T",236790,"Jamaica Plain","House","Private room",,11,10,"85.00"
11514237,"the apartment in the sky",15172911,"Jamaica Plain","Apartment","Entire home/apt",,14,10,"150.00"
13363171,"Colorful artist home, prime location!",5215706,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"100.00"
11946029,"Quiet and comfy in Jamaica Plain",27112758,"Jamaica Plain","Apartment","Private room",,0,9,"100.00"
6019555,"Clean Comfortable Room in Modern Home Near Transit",2810446,"Jamaica Plain","Townhouse","Private room",,5,10,"84.00"
12052288,"The City Cabin - 2 blocks to Subway",31655122,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"130.00"
9676551,"Urban oasis, wonderful location!",22249835,"Jamaica Plain","Apartment","Private room",,3,10,"76.00"
12789527,"Private room, Boston with breakfast",5965548,"Jamaica Plain","Apartment","Private room",,10,10,"100.00"
12855005,"Lg rm in beautiful Victorian",12164071,"Jamaica Plain","House","Private room",,0,10,"70.00"
1631942,"Sweet penthouse in historic Boston",4147257,"Jamaica Plain","Condominium","Entire home/apt",,0,9,"125.00"
2884903,"Private Room, near JP Center & MBTA",14743729,"Jamaica Plain","Apartment","Private room",,0,10,"70.00"
14868157,"Charming room, in hip JP near The T",30490577,"Jamaica Plain","Bed & Breakfast","Private room",,23,,"75.00"
13344433,"Sun filled modern master suite and separate den",13897255,"Jamaica Plain","House","Entire home/apt",,14,9,"170.00"
40601,"Private room & bath - Jamaica Plain",174986,"Jamaica Plain","House","Private room",,0,10,"95.00"
12033661,"A quiet and sunny room",4852286,"Jamaica Plain","Bed & Breakfast","Private room",,0,10,"70.00"
6298216,"Fun Location, Beautiful & Spacious!",32750893,"Jamaica Plain","Apartment","Entire home/apt",,0,,"299.00"
12868343,"Charming & Quiet in Jamaica Plain",2753598,"Jamaica Plain","House","Private room",,0,,"70.00"
14474750,"Entire Third Floor with private bath.",79575198,"Jamaica Plain","Entire Floor","Entire home/apt",,0,,"155.00"
6921672,"French Country 2bd/2bth Heart of JP",36278389,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"250.00"
2219399,"Sunny Private Room and Bath in JP",1624549,"Jamaica Plain","Apartment","Private room",,22,10,"115.00"
336960,"JP Green House: Simple and Private",1713739,"Jamaica Plain","House","Private room",200,14,9,"70.00"
336946,"JP Green House: Garden Apartment",1713739,"Jamaica Plain","House","Entire home/apt",,11,9,"135.00"
6644330,"Qn BR/deck/Jacuzzi/Superhost/JP Ctr",5028116,"Jamaica Plain","Condominium","Private room",,5,10,"120.00"
6939162,"Unique Loft in Central JP Location",16379445,"Jamaica Plain","Loft","Entire home/apt",,0,10,"130.00"
13640138,"336 Centre St Boston!",55958506,"Jamaica Plain","Apartment","Private room",,0,10,"29.00"
12593295,"Beautiful bedroom, cozy atmosphere",48876489,"Jamaica Plain","Apartment","Private room",,2,9,"68.00"
10004575,"Pondside Spacious Condo",3130698,"Jamaica Plain","Apartment","Entire home/apt",,0,10,"300.00"
12855343,"Small, sweet, single-bed near T",12164071,"Jamaica Plain","House","Private room",,5,10,"50.00"
9791506,"Entire Tree-Top 1BR Condo in JP on T + Parking",50464388,"Jamaica Plain","Condominium","Entire home/apt",,0,10,"119.00"
5801643,"Idyllic Wooded Boston Neighborhood",30099169,"Jamaica Plain","Apartment","Private room",,20,8,"46.00"
12888054,"Arthouse in Historic Brewery District!",70542233,"Jamaica Plain","Condominium","Entire home/apt",,11,,"295.00"
5676025,"Entire 2 bedroom spacious apartment",9240847,"Jamaica Plain","Apartment","Entire home/apt",,0,8,"130.00"
6104388,"Spacious & Modern in Central JP",1633163,"Jamaica Plain","Condominium","Entire home/apt",,0,10,"180.00"
8283433,"Large newly renovated apt in perfect  JP location!",1264857,"Jamaica Plain","Apartment","Entire home/apt",,10,,"300.00"
14573919,"Family Friendly Home Away From Home",28975718,"Jamaica Plain","Apartment","Entire home/apt",,19,,"200.00"
7495866,"Hidden gem in Jamaica Plain",38015635,"Jamaica Plain","Apartment","Entire home/apt",,0,9,"136.00"
13623390,"Cozy JP apt w/ short walk to T",69873384,"Jamaica Plain","Apartment","Entire home/apt",,0,9,"100.00"
